event,type,red1,red2,red3,redFinal,redFoul,redAuto,redTeleop,blue1,blue2,blue3,blueFinal,blueFoul,blueAuto,blueTeleop
WASE2,E,1983,753,1425,94,0,44,30,3789,2557,360,95,3,35,36
CASA,E,399,1388,1868,81,0,17,24,2489,3189,701,111,3,42,36
CALB,E,3309,2443,3408,68,0,30,38,3512,981,599,113,0,63,30
WASE2,E,753,1983,1425,102,0,32,60,3789,2557,360,96,6,12,48
CALB,E,1717,1836,973,149,3,66,50,696,3851,330,89,0,35,44
CASA,E,1868,399,1388,130,0,38,42,3598,1458,852,62,0,14,18
CALB,E,3309,2443,3408,95,60,3,32,981,3512,599,102,0,70,32
WASE2,E,1983,753,1425,60,0,22,18,360,3789,2557,126,6,36,54
NJFLA,Q,303,2554,4361,48,0,36,12,11,4035,2577,57,3,26,18
CASA,E,3495,604,971,66,3,21,32,3189,701,2489,102,0,30,42
CALB,E,1717,973,1836,114,0,38,46,330,3851,696,89,0,23,36
CASA,E,1868,399,1388,69,0,23,36,852,3598,1458,83,0,27,36
AZCH,E,3944,1726,842,133,23,34,26,498,2543,1828,60,0,14,26
NJFLA,Q,75,2070,222,76,0,18,18,11,4650,193,51,0,27,14
CALB,E,3408,2443,3309,95,0,27,38,3512,599,981,79,0,25,34
CASA,E,604,3495,971,67,0,15,32,701,2489,3189,96,0,40,36
WASE2,E,2557,360,3789,146,0,68,48,2923,1595,3711,76,0,30,36
AZCH,E,60,2839,3785,54,0,4,10,2449,2403,3019,75,0,21,24
NJFLA,Q,3314,303,555,93,3,54,26,714,1672,1811,14,0,0,4
CASA,E,399,1388,1868,129,0,45,54,852,3598,1458,106,0,32,54
WASE2,E,2930,1318,948,67,0,15,42,1425,1983,753,81,3,42,36
NJFLA,Q,1989,2554,219,22,6,0,6,4285,102,4361,37,3,6,18
AZCH,E,1165,1290,4183,91,0,17,24,4126,1011,2647,24,0,2,12
CALB,E,4123,2439,294,61,0,15,36,981,599,3512,67,0,27,30
WASE2,E,360,3789,2557,108,0,48,30,1595,3711,2923,92,0,36,36
NJLEN,Q,3167,87,1279,60,0,30,30,1626,433,3151,84,3,29,22
WASE2,E,2930,1318,948,82,0,24,48,753,1983,1425,102,3,57,42
AZCH,E,2486,1164,3158,68,0,20,18,1492,4146,2840,77,0,55,12
NJFLA,Q,2577,3123,1881,46,0,24,12,1302,2600,4475,28,0,16,12
CASA,E,971,3495,604,113,0,63,30,2102,3859,2141,104,3,27,54
CALB,E,4501,597,4210,64,0,14,20,330,696,3851,106,3,29,44
NJLEN,Q,225,2729,484,123,20,53,30,816,365,4637,92,3,33,26
NJFLA,Q,2070,1676,1367,64,0,26,18,4361,1811,1228,44,0,14,10
UTWV,E,192,359,3239,113,0,39,44,1891,1569,3251,91,0,47,34
WASE2,E,360,2557,3789,124,0,68,36,2811,4205,2928,65,3,6,26
CASA,E,114,3250,2144,70,0,12,48,2489,701,3189,137,6,53,48
CALB,E,1836,1717,973,82,9,39,24,1515,4079,1644,15,3,0,12
NJLEN,Q,1279,316,3151,108,0,52,36,2191,203,321,40,0,8,12
AZCH,E,3944,1726,842,106,9,33,14,2543,498,1828,62,0,24,8
NJFLA,Q,3929,2554,1881,38,0,6,12,3123,4650,1672,33,0,23,0
CASA,E,971,604,3495,122,3,63,26,3859,2102,2141,100,0,8,42
NJLEN,Q,1089,1923,2559,110,0,54,26,2495,204,1647,65,0,35,20
AZCH,E,60,2839,3785,66,0,10,26,2403,3019,2449,66,3,19,24
NJFLA,Q,2600,136,102,19,0,19,0,555,11,222,136,3,85,28
CASA,E,1458,3598,852,131,29,36,36,766,2367,1671,74,3,33,28
WASE2,E,3219,2635,2922,15,3,6,6,3711,1595,2923,76,9,27,40
NJLEN,Q,293,433,1403,94,0,42,42,3607,423,1168,24,0,2,2
CALB,E,294,2439,4123,68,0,24,24,599,981,3512,89,0,27,42
UTWV,E,3239,192,359,122,0,44,48,1569,3251,1891,110,6,30,34
LAKE,E,3753,118,4589,152,0,78,54,3039,1421,155,89,0,11,28
WASE2,E,360,2557,3789,79,0,41,18,2811,4205,2928,96,3,33,30
AZCH,E,1165,1290,4183,69,3,6,30,2647,1011,4126,30,0,8,12
NJLEN,Q,484,1712,4575,95,9,48,18,203,4750,2180,39,0,11,18
CALB,E,2443,3408,3309,101,0,13,48,702,207,3880,81,0,29,32
NJFLA,Q,75,1228,4475,86,0,34,12,2458,41,303,71,0,49,12
CASA,E,3256,1662,1678,95,0,39,36,1388,1868,399,114,20,6,48
WASE2,E,753,1983,1425,202,49,79,54,2517,2046,488,103,0,51,42
WIMI,E,269,2481,2826,63,3,18,42,111,1732,2338,81,0,23,28
NJLEN,Q,204,1626,3607,58,0,20,18,1923,2191,293,78,0,36,32
NJFLA,Q,1302,2577,3314,72,0,28,24,4285,1989,3142,28,0,6,12
AZCH,E,1164,3158,2486,93,9,46,18,4146,2840,1492,111,0,83,18
CALB,E,597,4210,4501,48,0,6,12,3851,696,330,68,0,22,36
CASA,E,114,2144,3250,42,0,30,12,701,2489,3189,99,6,37,36
NJLEN,Q,3151,2559,225,114,0,60,34,4575,2180,1647,56,0,20,36
WASE2,E,2930,948,1318,127,0,93,24,4060,2605,4089,58,0,30,18
UTWV,E,3251,1569,1891,84,6,42,16,3245,4106,3289,62,0,12,30
LAKE,E,118,4589,3753,120,0,42,48,155,3039,1421,118,15,25,28
TXDA,E,148,3310,4610,136,40,30,46,704,2283,3802,74,0,32,32
ONWA,E,2056,4069,1114,239,3,130,66,610,3756,1310,168,20,90,48
NJFLA,Q,193,4653,1367,65,0,27,18,4035,714,3340,6,0,2,4
NJLEN,Q,816,316,87,114,0,50,34,4637,1279,1089,75,0,21,34
UTWV,E,3239,192,359,119,12,49,48,4153,2484,4086,45,0,9,26
CASA,E,3495,604,971,0,0,0,0,2102,2141,3859,0,0,0,0
WASE2,E,3219,2635,2922,58,0,34,24,3711,1595,2923,74,6,30,28
CALB,E,1717,973,1836,149,20,57,42,4079,687,1515,40,0,10,20
NJFLA,Q,2554,1676,136,69,0,29,30,75,3314,219,81,20,9,12
AZCH,E,3944,842,1726,87,3,22,12,2543,1828,498,89,0,33,26
WIMI,E,2826,2481,269,143,0,77,36,1732,2338,111,112,3,29,60
NJLEN,Q,2495,1168,1403,77,0,33,24,321,433,1712,55,0,15,30
LAKE,E,4589,118,3753,98,0,54,24,3039,1421,155,113,3,32,28
NJFLA,Q,1881,11,102,104,3,63,18,1228,3340,1302,69,0,15,24
UTWV,E,3251,1569,1891,107,3,48,16,4106,3289,3245,67,3,8,36
NJLEN,Q,1923,3167,423,16,0,6,0,4750,365,2729,119,20,39,40
ONWA,E,4069,2056,1114,166,0,70,66,1310,610,3756,139,3,50,66
TXDA,E,3310,148,4610,108,23,23,22,704,2283,3802,86,0,44,32
CALB,E,4123,294,2439,68,0,30,18,981,599,3512,65,6,23,26
WASE2,E,3789,360,2557,134,0,72,42,2928,2929,2811,77,6,11,30
NJFLA,Q,1989,555,4653,13,0,3,0,3142,219,1367,56,0,24,12
CASA,E,852,3598,1458,84,0,16,48,2367,766,1671,66,0,18,38
UTWV,E,192,359,3239,111,6,47,48,2484,4086,4153,68,20,8,20
WIMI,E,2826,2481,269,112,0,52,30,2338,111,1732,116,0,36,50
CALB,E,3309,3408,2443,53,0,15,38,3880,702,207,52,0,24,18
NJLEN,Q,1279,1647,433,32,0,14,18,3607,225,1712,114,26,66,12
NJFLA,Q,4361,222,1672,45,0,25,10,714,4285,4475,35,0,9,16
MIWMI,E,2054,904,862,140,0,48,72,3234,4003,1918,137,3,36,48
WASE2,E,1425,753,1983,57,23,12,12,488,2517,2046,52,9,17,26
CASA,E,1662,1678,3256,92,0,60,12,1388,1868,399,132,0,28,54
LAKE,E,118,4589,3753,119,0,45,54,1912,3847,233,108,3,51,24
MABO,E,125,1511,126,150,3,75,42,88,3173,846,126,40,38,18
UTWV,E,3289,3245,4106,73,0,17,36,3216,1566,3288,49,0,17,22
WASE2,E,948,2930,1318,151,0,93,48,4060,2605,4089,51,0,15,36
NJFLA,Q,2070,4650,3929,5,3,2,0,2600,2577,2458,17,3,4,0
NJLEN,Q,1626,365,87,98,3,33,42,321,1168,2180,36,0,2,24
TXDA,E,2936,3522,231,85,0,25,30,3802,4354,704,124,23,51,30
UTWV,E,3251,1569,1891,115,9,32,34,3009,3483,2993,25,0,1,24
NJFLA,Q,41,3123,1811,31,6,11,4,193,4035,303,63,0,51,12
LAKE,E,118,4589,3753,58,0,18,30,1912,3847,233,90,0,22,48
ONWA,E,3756,1310,610,123,0,65,48,4618,2852,2702,110,0,60,20
NJLEN,Q,2729,203,2495,88,6,34,28,4575,3167,4750,40,0,18,22
MIWMI,E,862,2054,904,132,0,56,66,3234,4003,1918,87,0,27,30
UTWV,E,3562,2594,1332,53,0,33,10,4153,2484,4086,62,0,12,30
MIGBL,E,247,33,1718,113,3,38,52,245,2619,3302,82,20,30,32
WIMI,E,1732,2338,111,105,0,35,40,1259,2574,2062,66,0,24,32
LAKE,E,3039,1421,155,116,0,38,28,456,442,1477,76,0,42,34
NJLEN,Q,423,2559,816,88,0,26,42,2191,316,4637,88,0,34,24
MABO,E,125,1511,126,129,0,67,42,3173,846,88,69,0,41,18
TXDA,E,231,3522,2936,120,3,41,36,3802,704,4354,96,0,36,30
UTWV,E,359,192,3239,116,0,48,38,3374,3405,1410,77,3,24,30
NJFLA,Q,1367,1989,222,56,0,12,24,3314,2070,1672,47,3,8,16
NJLEN,Q,1089,3151,1403,95,3,44,28,293,204,484,83,0,21,42
TXDA,E,148,4610,3310,118,0,54,34,1296,1860,3355,95,0,31,24
MIGBL,E,33,1718,247,143,3,60,60,3302,245,2619,99,3,50,26
ONWA,E,3756,610,1310,114,0,72,42,2852,4618,2702,121,0,75,26
WIMI,E,2338,1732,111,90,0,26,44,2574,1259,2062,109,0,41,38
MIWMI,E,1918,4003,3234,153,0,55,68,141,326,70,107,6,33,48
NJFLA,Q,136,2577,714,28,20,8,0,2554,4475,102,25,0,25,0
UTWV,E,4106,3245,3289,70,6,8,36,1566,3216,3288,41,0,17,14
NJLEN,Q,4575,203,433,83,0,37,26,2180,3607,1712,35,3,4,18
NJFLA,Q,1811,1881,193,38,3,3,22,11,219,2458,84,20,34,0
MIWMI,E,2054,862,904,111,12,65,24,3546,4381,68,94,3,49,32
WIMI,E,3734,4212,3692,30,0,0,20,2826,269,2481,126,3,45,48
NJLEN,Q,2191,2559,365,79,0,35,24,423,321,204,21,0,5,16
OHIC,E,4085,3324,3010,105,0,51,24,1985,447,379,146,20,50,36
UTWV,E,1569,1891,3251,131,0,41,40,3009,2993,3483,43,3,6,24
ONWA,E,4069,1114,2056,220,9,105,66,1241,1334,4525,78,3,23,32
TXDA,E,3522,231,2936,91,0,47,24,4354,3802,704,93,0,39,24
MABO,E,2349,3958,1100,90,9,31,30,3173,846,88,118,20,50,18
NJFLA,Q,1228,4285,3123,50,3,3,24,3142,4650,555,16,0,2,4
MIWMI,E,4003,1918,3234,131,0,51,60,70,141,326,117,9,52,36
NJLEN,Q,87,1089,2729,104,0,48,36,484,1403,1923,77,0,41,26
WIMI,E,2338,111,1732,159,20,65,44,1259,2062,2574,134,0,48,36
UTWV,E,3562,2594,1332,57,3,24,30,4086,2484,4153,65,0,7,38
TXDA,E,148,4610,3310,90,0,36,34,3355,1860,1296,58,0,14,24
NJFLA,Q,41,1676,1302,44,0,26,18,2600,4035,4653,15,6,9,0
LAKE,E,3753,4589,118,117,0,55,42,1912,3847,233,97,3,32,42
ONWA,E,1310,610,3756,96,0,56,30,2852,4618,2702,70,6,36,8
NJLEN,Q,225,316,1168,117,0,73,34,1279,2495,1626,82,3,41,28
MIWMI,E,2054,862,904,119,0,63,36,4381,3546,68,81,0,57,24
WIMI,E,3734,4212,3692,67,3,24,30,2826,269,2481,133,3,58,42
OHIC,E,3010,3324,4085,106,0,56,30,379,1985,447,108,0,32,36
MABO,E,3958,2349,1100,79,0,29,30,88,846,3173,87,9,34,24
UTWV,E,359,192,3239,152,3,87,42,3405,3374,1410,55,0,27,18
NJFLA,Q,3340,75,4361,30,0,6,4,1672,303,3929,91,0,61,20
TXDA,E,4354,3802,704,96,0,48,18,3497,3676,3172,41,0,9,12
MIGBL,E,3302,2619,245,131,0,67,44,3098,1684,573,116,0,68,18
NJLEN,Q,4750,1647,816,89,20,35,24,3167,3151,293,81,3,36,22
ONWA,E,2056,1114,4069,212,3,109,60,4525,1241,1334,100,0,48,42
MIGBL,E,33,247,1718,154,3,69,72,3620,2145,2612,113,0,51,42
MABO,E,126,1511,125,134,3,63,48,1153,3780,229,125,6,63,36
NJFLA,Q,219,4650,714,37,0,15,12,4475,41,2070,0,0,0,0
LAKE,E,3847,1912,233,125,20,47,48,3616,2992,364,76,0,18,28
TXDA,E,231,3522,2936,82,23,27,12,4335,4359,4300,17,3,2,2
CASA,Q,4185,4643,399,24,0,20,4,2473,1458,2141,35,0,3,12
NJLEN,Q,1089,203,225,106,9,47,30,1626,484,4637,81,3,30,18
MIWMI,E,4325,4453,858,88,0,48,10,141,326,70,96,0,34,42
WIMI,E,71,876,135,68,0,26,12,2062,2574,1259,71,0,21,30
NJFLA,Q,136,4653,1228,62,20,24,18,1811,1989,303,72,0,46,16
MIGBL,E,3302,245,2619,127,0,85,32,1684,3098,573,115,0,69,16
OHIC,E,48,1008,279,77,0,33,24,1985,379,447,100,0,34,36
LAKE,E,3606,3991,1927,91,3,18,30,442,1477,456,112,0,66,36
AZCH,Q,4111,842,3133,48,3,5,0,60,2657,2486,63,0,9,24
MABO,E,2349,1100,3958,80,20,28,12,846,88,3173,69,0,35,24
TXDA,E,1860,3355,1296,103,20,39,24,647,1745,4641,53,20,15,8
NJLEN,Q,3151,204,365,80,0,26,34,1712,1168,87,67,3,0,24
WIMI,E,1732,2338,111,140,0,72,38,2077,537,2202,77,0,17,30
NJFLA,Q,1367,4285,2577,58,6,18,24,3123,102,2458,36,9,21,6
LAKE,E,1421,3039,155,111,3,48,10,3410,2352,1649,51,3,36,12
CASA,Q,256,2551,4498,13,3,0,0,1678,3189,2102,141,0,101,30
OHIC,E,3193,3301,378,91,0,53,18,3010,4085,3324,94,0,48,36
AZCH,Q,3577,1011,3853,42,3,11,18,1828,1492,4183,70,0,30,10
TXDA,E,3310,4610,148,127,40,27,40,4206,3735,1817,34,3,9,12
NJLEN,Q,3607,1923,321,56,0,14,32,816,2729,4575,86,0,48,18
ONWA,E,3494,4039,772,101,0,45,36,4618,2852,2702,115,0,75,10
MABO,E,126,1511,125,85,0,21,44,3780,229,1153,75,3,38,24
MIGBL,E,33,247,1718,150,0,66,54,2612,3620,2145,140,3,71,36
WIMI,E,2481,269,2826,133,3,42,48,706,4143,16,72,0,24,28
LAKE,E,3847,1912,233,98,0,36,42,2992,3616,364,131,12,35,34
CASA,Q,4185,4643,399,16,0,12,4,2473,1458,2141,30,0,6,24
NJFLA,Q,1302,3929,4361,17,0,7,0,3340,193,555,60,0,24,16
CALB,Q,1972,3993,981,42,0,4,28,3512,2576,4210,90,0,22,18
MIWMI,E,904,2054,862,155,0,99,36,85,74,107,125,0,51,24
OHIC,E,1008,48,279,63,3,26,24,1985,447,379,94,0,18,36
AZCH,Q,3944,991,2840,36,0,26,0,4841,4629,1726,47,3,22,12
TXDA,E,704,4354,3802,154,40,54,30,3497,3676,3172,34,0,12,2
NJLEN,Q,4637,293,1647,127,3,76,28,3167,2180,1403,55,3,30,12
CASA,Q,4669,766,3250,72,3,45,24,852,701,2085,30,0,12,18
LAKE,E,118,4589,3753,140,20,26,54,3937,2080,3164,57,0,5,12
NJFLA,Q,3142,2600,3314,65,0,37,18,4035,222,2554,53,3,38,12
CALB,Q,3408,1197,1644,51,12,13,16,4574,1438,1759,27,0,3,4
ONWA,E,1334,3949,1241,129,3,68,48,4678,3683,3161,58,3,9,36
MIGBL,E,573,3098,1684,133,0,61,42,1504,4382,4405,70,6,36,18
WIMI,E,4212,3692,3734,112,6,48,48,1781,167,930,83,0,49,24
MIWMI,E,858,4453,4325,105,0,45,30,141,326,70,182,26,76,60
TXDA,E,3522,2936,231,126,20,32,54,4359,4335,4300,13,0,3,0
OHIC,E,378,3193,3301,86,3,39,24,3324,3010,4085,94,0,38,36
CASA,Q,2854,100,2156,20,0,8,12,3554,3598,1671,92,9,33,30
AZCH,Q,4202,1633,498,22,6,16,0,4018,2128,1290,32,0,10,12
MABO,E,88,3173,846,98,20,36,12,1761,3466,2423,73,0,29,14
NJFLA,Q,3929,11,75,81,0,29,12,219,1881,1676,84,0,34,30
NJLEN,Q,2191,1279,4750,51,0,9,32,2559,2495,433,57,0,27,20
CASA,Q,4498,4698,2035,55,20,1,4,253,2551,4666,30,3,3,4
WIMI,E,71,876,135,94,0,46,18,2062,2574,1259,104,0,24,40
ONWA,E,3494,772,4039,130,3,77,30,2702,2852,4618,80,0,30,30
CALB,Q,3851,1160,4019,16,0,0,6,4276,995,4144,16,0,4,12
MIWMI,E,1918,3234,4003,128,0,50,48,1243,4004,494,106,3,29,54
LAKE,E,1927,3606,3991,92,0,38,24,456,1477,442,97,0,47,30
TXDA,E,3355,1860,1296,76,0,24,12,4641,1745,647,52,0,4,28
AZCH,Q,1164,3321,698,22,0,0,12,996,842,1013,50,0,10,0
NJLEN,Q,1403,4575,423,79,0,33,36,1647,1089,316,151,0,77,54
MABO,E,2349,3958,1100,134,20,54,30,97,246,1350,58,0,18,30
CALB,Q,606,2439,4201,40,3,15,12,4029,973,3759,79,0,51,18
WIMI,E,1732,2338,111,117,0,53,44,537,2077,2202,83,3,30,30
LAKE,E,3039,155,1421,103,0,33,20,3410,2352,1649,73,0,45,18
MIGBL,E,3098,573,1684,111,3,30,48,1504,4382,4405,112,0,34,48
MIWMI,E,68,4381,3546,145,3,80,42,3357,3572,94,78,0,20,28
OHIC,E,3138,1528,3266,86,0,48,18,3301,3193,378,89,0,45,24
AZCH,Q,1212,2375,2134,53,20,3,0,3785,2647,3133,60,3,17,30
TXDA,E,3310,148,4610,81,9,6,36,4206,3735,1817,47,3,6,18
NJLEN,Q,204,2191,225,129,23,68,28,2729,3167,2559,65,3,24,18
CALB,Q,207,1717,3027,59,0,19,30,3120,4123,4578,42,6,14,12
MABO,E,69,1965,2013,88,0,48,20,229,3780,1153,140,0,72,38
CASA,Q,1868,604,3256,49,3,12,24,1662,3013,2144,77,3,36,18
WASE2,Q,488,3789,4608,83,0,21,42,2046,2811,1595,85,3,48,24
WIMI,E,269,2826,2481,186,23,55,48,4143,16,706,94,3,35,16
LAKE,E,3847,233,1912,100,0,28,42,3616,2992,364,84,6,30,28
MIGBL,E,245,3302,2619,124,0,70,44,1025,548,3322,90,0,30,30
MIWMI,E,904,2054,862,160,0,98,42,85,107,74,130,0,64,36
ONWA,E,1310,610,3756,111,0,61,30,4519,1305,781,78,3,27,18
NJLEN,Q,2495,316,2180,78,3,23,42,433,365,3607,51,0,17,24
CASA,Q,3008,2489,971,53,3,22,18,2073,1351,3189,6,3,3,0
OHIC,E,447,379,1985,134,20,52,42,4753,4521,3496,84,3,29,12
CALB,Q,599,4210,1452,77,0,27,20,1148,702,691,48,3,21,4
AZCH,Q,1165,4146,2662,44,3,1,0,2844,3281,2486,49,0,9,30
MABO,E,126,125,1511,137,3,66,38,4761,2876,3236,44,0,28,6
LAKE,E,4589,3753,118,145,0,77,48,3937,2080,3164,36,0,2,4
WASE2,Q,4089,2557,4726,40,0,0,30,4060,1318,1425,70,0,26,24
WIMI,E,3692,4212,3734,145,0,77,48,1781,167,930,103,6,57,30
MIWMI,E,4453,858,4325,117,0,51,36,326,70,141,72,9,7,36
MIGBL,E,3620,2145,2612,134,0,74,30,4810,51,703,107,0,49,38
NJLEN,Q,1626,4750,1923,44,0,22,22,203,4637,87,48,0,4,14
OHIC,E,48,279,1008,85,3,32,30,1038,1018,1014,65,0,27,18
NJFLA,Q,1302,1989,193,40,0,12,18,4653,4650,3340,20,0,6,4
CALB,Q,3752,3328,1836,40,0,12,18,2443,696,980,67,0,45,22
ONWA,E,1334,3949,1241,108,0,62,36,3683,4678,3161,118,23,39,36
CASA,Q,3045,3615,114,13,3,0,0,3257,8,2102,24,6,8,0
WASE2,Q,2412,3711,3587,69,3,18,38,3876,2149,4105,57,0,19,18
AZCH,Q,3187,4496,3158,40,6,24,0,3019,2657,4565,32,0,4,8
MABO,E,88,3173,846,111,3,74,24,1761,2423,3466,49,0,17,12
MIGBL,E,1718,33,247,176,0,74,72,3570,3667,3535,88,20,20,18
NJFLA,Q,303,2070,2600,54,0,32,12,555,1676,4475,84,0,40,34
CALB,Q,3863,597,4345,40,0,20,20,3953,848,3309,31,0,3,18
CASA,Q,2204,692,568,44,0,14,20,3859,3495,115,59,0,27,12
MIWMI,E,3234,4003,1918,142,0,44,48,494,1243,4004,100,0,38,32
WASE2,Q,4652,3286,4654,5,0,5,0,2926,2976,360,99,63,18,18
OHIC,E,4085,3010,3324,127,0,55,42,4028,451,2783,60,0,20,0
AZCH,Q,2403,2449,4126,100,20,6,24,2543,4102,2839,43,20,3,0
ONWA,E,1114,2056,4069,243,0,137,66,3571,4152,2200,50,0,18,12
MABO,E,2349,3958,1100,97,3,44,30,97,246,1350,70,3,17,30
MIGBL,E,573,3098,1684,129,0,79,20,4382,4405,1504,98,0,30,38
CALB,Q,974,2659,4079,25,0,3,22,4563,1692,4078,5,0,5,0
NJFLA,Q,714,11,2554,82,0,44,18,3142,3123,4361,3,0,3,0
CASA,Q,3598,1678,2367,113,9,50,34,3554,1388,1072,27,0,9,18
OHIC,E,3266,3138,1528,85,0,45,30,3301,378,3193,79,3,42,24
WASE2,Q,4120,4061,4692,37,3,0,24,2944,4205,3586,35,0,5,0
NJLEN,Q,293,1168,1279,110,0,30,30,816,321,484,66,0,30,26
MIWMI,E,3546,68,4381,122,0,60,42,94,3572,3357,73,0,21,22
CASA,Q,3250,852,971,71,9,20,42,3013,1458,4698,21,0,9,12
CALB,Q,1515,294,589,63,0,5,28,2404,981,2637,22,0,10,12
MIGBL,E,2619,3302,245,142,0,78,44,3322,1025,548,80,0,20,30
MABO,E,69,2013,1965,84,3,39,32,3780,1153,229,140,0,86,34
ONWA,E,3494,772,4039,87,3,38,36,2852,2702,4618,95,3,48,24
WASE2,Q,2517,2929,3968,56,0,0,6,2923,3712,1258,20,0,0,0
NJFLA,Q,4035,102,1367,73,0,33,30,1881,222,3314,122,3,51,48
OHIC,E,1985,447,379,122,0,50,42,4753,3496,4521,97,0,17,30
AZCH,Q,4183,1290,2375,61,3,22,16,2134,2840,1013,19,0,9,0
NJLEN,Q,1923,204,1712,25,0,15,10,2180,3151,423,28,0,6,12
CALB,Q,4,330,4046,44,0,12,12,3880,4501,687,96,3,41,32
MIGBL,E,2145,2612,3620,115,20,45,30,51,4810,703,111,3,56,32
WASE2,Q,753,2922,2605,47,0,3,24,4173,2910,3219,25,3,4,18
CASA,Q,2102,114,4669,51,0,23,18,2035,766,2141,61,0,23,28
MABO,E,1511,126,125,145,0,57,48,4761,3236,2876,66,0,20,36
MIWMI,E,2054,862,904,128,0,42,66,74,107,85,137,3,48,36
OHIC,E,48,1008,279,76,0,32,24,1018,1038,1014,55,0,27,18
NJFLA,Q,4285,1811,2458,46,0,14,12,41,1672,2577,16,0,2,4
AZCH,Q,4111,1726,4018,58,0,20,18,3321,1212,3281,0,0,0,0
WASE2,Q,1595,948,4608,12,3,9,0,3860,2635,2930,41,0,23,18
ONWA,E,3756,1310,610,129,0,83,36,4519,1305,781,71,6,15,30
CALB,Q,3993,4578,3408,39,0,13,16,4144,3328,4141,33,0,11,12
CASA,Q,3008,2473,2551,12,0,2,0,2085,3257,4666,3,3,0,0
MIGBL,E,33,1718,247,170,0,72,78,3570,3535,3667,49,0,9,30
OHIC,E,3010,4085,3324,127,0,61,36,2783,4028,451,70,0,38,12
WASE2,Q,2412,3220,4495,32,0,6,16,3586,2928,1983,57,20,9,18
NJLEN,Q,816,433,1089,85,0,37,18,1647,2559,203,88,0,48,30
UTWV,Q,4344,3009,3374,33,6,9,18,4598,2898,3225,18,3,15,0
CALB,Q,3863,3120,4019,34,0,26,8,691,1438,4029,21,3,8,0
AZCH,Q,3577,3785,2662,13,0,7,6,3158,498,3133,102,20,32,10
OHIC,E,3266,3138,1528,47,0,25,12,3301,3193,378,87,3,38,36
CASA,Q,399,4498,8,36,3,21,12,2854,256,3859,47,0,7,0
ONWA,E,3949,1334,1241,119,0,61,48,3161,4678,3683,95,0,27,48
WASE2,Q,3286,3712,2944,10,0,0,0,488,4726,2926,67,0,33,24
NJFLA,Q,3142,2070,1228,27,0,17,0,1881,75,136,28,3,3,12
NJLEN,Q,4750,321,2495,18,0,8,0,293,3151,87,41,0,1,30
CALB,Q,702,207,995,29,0,3,6,3512,606,1197,27,0,11,6
UTWV,Q,3483,1410,2993,59,3,16,30,359,3239,1332,136,0,42,84
CASA,Q,3189,2144,1671,47,0,9,18,701,2204,3495,86,0,50,16
WASE2,Q,2046,2517,2910,32,3,29,0,4061,3587,4654,17,0,9,8
AZCH,Q,4146,2844,4565,79,3,24,22,991,1164,1633,31,0,9,12
ONWA,E,4069,1114,2056,209,0,91,78,2200,4152,3571,41,0,9,22
CALB,Q,4078,1148,3759,16,3,3,0,4345,3851,981,25,3,0,22
CASA,Q,2073,3045,115,45,6,19,0,3256,4643,1072,18,0,18,0
WASE2,Q,4089,4120,4105,54,0,0,24,4652,2635,2923,21,0,21,0
NJLEN,Q,1626,1168,2191,53,0,7,6,423,365,225,107,9,30,48
UTWV,Q,3241,3243,3006,40,0,4,16,1569,988,4268,77,3,36,18
AZCH,Q,4102,3187,1828,40,9,7,4,2839,4496,3944,39,0,9,0
CALB,Q,2439,4501,4210,120,0,44,26,974,4276,1836,43,0,11,22
CASA,Q,692,2156,2489,58,0,8,30,1388,1662,1678,162,32,84,36
NJFLA,Q,3340,1367,1811,21,0,5,6,1676,4285,2600,67,0,29,18
WASE2,Q,2929,4205,3220,68,0,0,8,2922,2811,3219,98,0,42,36
NJLEN,Q,1712,4637,1403,34,0,2,22,1279,3607,4575,59,0,29,30
UTWV,Q,4251,3009,3288,41,0,11,30,4178,2594,4153,29,0,15,4
CASA,Q,253,604,100,30,0,12,8,568,2367,4185,24,0,16,8
CALB,Q,696,589,2659,26,0,2,14,1717,597,4,98,29,21,38
AZCH,Q,4202,2403,3853,31,9,4,18,3019,1011,2647,50,0,6,24
WASE2,Q,1258,3711,4173,37,0,9,18,948,4060,360,49,0,15,24
NJFLA,Q,41,193,714,21,0,1,0,75,1989,102,34,0,6,18
UTWV,Q,3374,4585,3225,0,0,0,0,3216,3230,4310,52,3,15,4
CALB,Q,4201,2443,4123,78,0,18,30,2637,1452,687,20,0,10,0
CASA,Q,2144,1458,1868,55,6,3,36,4669,1351,3615,11,0,11,0
AZCH,Q,698,2449,4841,24,0,0,24,1165,2486,4126,55,0,15,30
WASE2,Q,3860,2557,1318,86,0,48,18,2149,2930,753,16,0,0,6
NJLEN,Q,1647,484,2729,107,0,45,42,203,316,3167,76,0,38,18
NJFLA,Q,3123,4653,3314,40,0,10,20,3929,222,1228,91,0,51,30
UTWV,Q,3251,4106,3334,51,0,23,18,192,3289,4348,63,3,32,18
CASA,Q,2141,2551,2102,60,3,17,30,852,3008,3598,51,0,15,36
WASE2,Q,1983,4495,1595,97,3,56,38,2605,3876,4692,27,0,15,12
CALB,Q,4574,4079,3752,30,0,18,12,2404,2576,3953,14,0,2,12
AZCH,Q,996,4629,1492,47,0,27,10,2128,2657,2543,32,0,12,20
WIMI,Q,4212,1739,3692,69,3,30,36,4095,4143,2202,85,3,26,16
WASE2,Q,4608,2976,3968,20,0,0,0,3789,1425,2928,80,0,42,18
